hx0,hy0,hx1,hy1,hx2,hy2,hx3,hy3,hx4,hy4,hx5,hy5,hx6,hy6,hx7,hy7,hx8,hy8,hx9,hy9,hx10,hy10,hx11,hy11,hx12,hy12,hx13,hy13,hx14,hy14,hx15,hy15,hx16,hy16,hx17,hy17,hx18,hy18,hx19,hy19,hx20,hy20,mx0,my0,mx1,my1,mx2,my2,mx3,my3,dist,spread,target
0.04531830549240112,0.16879627108573914,0.08436238765716553,0.14809918403625488,0.10851013660430908,0.1157647967338562,0.11550837755203247,0.083516925573349,0.11547428369522095,0.05669000744819641,0.12039047479629517,0.10200902819633484,0.15888482332229614,0.053018271923065186,0.148776113986969,0.024652421474456787,0.13460057973861694,0.01755213737487793,0.11341476440429688,0.09716498851776123,0.15303891897201538,0.035817503929138184,0.13693857192993164,0.007593631744384766,0.11567085981369019,0.003973335027694702,0.09472763538360596,0.09340855479240417,0.11410343647003174,0.028248757123947144,0.09211897850036621,0.005185991525650024,0.07368427515029907,0.0032546818256378174,0.06895840167999268,0.09462925791740417,0.05476754903793335,0.04759711027145386,0.03471064567565918,0.033060550689697266,0.019724786281585693,0.032637566328048706,-0.0001462101936340332,0.030197441577911377,0.000565648078918457,0.053205668926239014,-0.04236024618148804,0.030568033456802368,0.04022270441055298,0.03005853295326233,0.020020257483719522,0.17920960395671917,1
0.04749476909637451,0.1531531810760498,0.07210463285446167,0.1241319477558136,0.09425634145736694,0.09351086616516113,0.10509556531906128,0.06556406617164612,0.10553264617919922,0.04158562421798706,0.13106048107147217,0.08099615573883057,0.1631128191947937,0.023840904235839844,0.14709776639938354,-0.007034122943878174,0.126697838306427,-0.019323796033859253,0.13129186630249023,0.0826680064201355,0.1625075340270996,0.012297272682189941,0.1365673542022705,-0.016270995140075684,0.10604220628738403,-0.020933210849761963,0.11686617136001587,0.0813826322555542,0.13190293312072754,0.009808272123336792,0.10101217031478882,-0.009025603532791138,0.07399904727935791,-0.010950952768325806,0.09315985441207886,0.07888105511665344,0.0667526125907898,0.031305789947509766,0.038826167583465576,0.027197539806365967,0.019448697566986084,0.03286886215209961,-0.0008599162101745605,0.03032362461090088,-0.0008389949798583984,0.058170974254608154,-0.044583022594451904,0.03594481945037842,0.03916805982589722,0.032261431217193604,0.020467487087842674,0.18366783674716308,1
0.1375899314880371,0.6063528060913086,0.11966294050216675,0.4658131003379822,0.10775876045227051,0.3249247074127197,0.07377558946609497,0.21524882316589355,0.03419071435928345,0.1407032012939453,0.28400903940200806,0.2769163250923157,0.14545679092407227,0.14340859651565552,0.04768514633178711,0.17099851369857788,-0.010583639144897461,0.22353237867355347,0.30161911249160767,0.33396708965301514,0.11285942792892456,0.2129947543144226,0.020236313343048096,0.2742750644683838,-0.03259208798408508,0.3369472026824951,0.29128462076187134,0.39864063262939453,0.10763627290725708,0.3063057065010071,0.04291635751724243,0.3946819305419922,0.014987170696258545,0.47139692306518555,0.2691028118133545,0.46763360500335693,0.13404548168182373,0.380171537399292,0.07011812925338745,0.4057140350341797,0.03696078062057495,0.4341928958892822,-0.02577263116836548,0.07752704620361328,-0.030823111534118652,0.1135287880897522,-0.09143570065498352,0.05825906991958618,0.041207075119018555,0.07847970724105835,0.08710240742290594,0.318655454840611,1
-0.31426967680454254,0.405318945646286,-0.259911373257637,0.49428948760032654,-0.17314231395721436,0.5297856032848358,-0.07649949193000793,0.519341379404068,-0.0025363266468048096,0.48878398537635803,-0.22278931736946106,0.41748353838920593,-0.11781054735183716,0.3703635632991791,-0.051208943128585815,0.3967941701412201,-0.009361326694488525,0.44438156485557556,-0.22380724549293518,0.31437769532203674,-0.06320172548294067,0.27270397543907166,0.02591872215270996,0.31991514563560486,0.07618188858032227,0.387724369764328,-0.21297132968902588,0.2480698525905609,-0.06899833679199219,0.2438553273677826,0.006470084190368652,0.308037668466568,0.0444827675819397,0.37461158633232117,-0.2006833553314209,0.21356311440467834,-0.10962706804275513,0.16655698418617249,-0.06117609143257141,0.20281556248664856,-0.035520732402801514,0.2628726661205292,0.02899983525276184,0.0698249340057373,0.03386962413787842,0.09913906455039978,-0.04374834895133972,0.06878620386123657,0.12648612260818481,0.027666449546813965,0.2035444190471961,0.3908477888026966,1
0.06521344184875488,0.24810710549354553,0.0946473479270935,0.20609202980995178,0.10707253217697144,0.15574565529823303,0.09895497560501099,0.11031833291053772,0.08245956897735596,0.079446941614151,0.12557971477508545,0.12826576828956604,0.1240079402923584,0.04960861802101135,0.08999961614608765,0.02818921208381653,0.06375539302825928,0.02936050295829773,0.11104685068130493,0.1388881504535675,0.08710837364196777,0.04894447326660156,0.05019950866699219,0.041314274072647095,0.032473087310791016,0.05605378746986389,0.08580350875854492,0.15090462565422058,0.05003553628921509,0.07232010364532471,0.019965171813964844,0.07470270991325378,0.010191798210144043,0.09268200397491455,0.05396556854248047,0.16488036513328552,0.022174298763275146,0.10739818215370178,0.002219974994659424,0.09913429617881775,-0.004881232976913452,0.10447070002555847,0.004429161548614502,0.04691019654273987,0.005719542503356934,0.0724996030330658,-0.04846841096878052,0.052965521812438965,0.05021560192108154,0.044520437717437744,0.029496898603023545,0.19482404312398655,1
-0.07626071572303772,0.24644076824188232,-0.0997849702835083,0.19581878185272217,-0.11157053709030151,0.1457802653312683,-0.10718762874603271,0.108806312084198,-0.0910874605178833,0.0830293595790863,-0.12431949377059937,0.12745261192321777,-0.11751163005828857,0.0485113263130188,-0.08579811453819275,0.02745094895362854,-0.0645427405834198,0.032288700342178345,-0.10984042286872864,0.13658970594406128,-0.08703145384788513,0.04991137981414795,-0.0498080849647522,0.03810417652130127,-0.034065574407577515,0.056404680013656616,-0.08444470167160034,0.15042555332183838,-0.052428990602493286,0.07146987318992615,-0.021012067794799805,0.07100507616996765,-0.01139572262763977,0.08917742967605591,-0.0515308678150177,0.16780012845993042,-0.02023562788963318,0.10452604293823242,-0.0015749037265777588,0.0966901183128357,0.002609461545944214,0.10434961318969727,0.0008135437965393066,0.04994896054267883,-0.0012269020080566406,0.06684023141860962,-0.04618975520133972,0.049331098794937134,0.04801678657531738,0.05369710922241211,0.03547152661762269,0.1946641846352781,1
-0.006315886974334717,0.3114992082118988,-0.04106089472770691,0.2561967074871063,-0.05457994341850281,0.19164857268333435,-0.0460985004901886,0.14059969782829285,-0.025501221418380737,0.10804817080497742,-0.09229397773742676,0.1797044575214386,-0.06386986374855042,0.09511169791221619,-0.037994951009750366,0.09860464930534363,-0.025567233562469482,0.12050673365592957,-0.08123630285263062,0.17330732941627502,-0.04577833414077759,0.07873949408531189,-0.0170728862285614,0.0933978259563446,-0.008650720119476318,0.12472531199455261,-0.06004485487937927,0.1715075671672821,-0.023616015911102295,0.07887443900108337,0.0018077194690704346,0.106377512216568,0.008007794618606567,0.14392641186714172,-0.03038462996482849,0.1684723198413849,-0.0013454854488372803,0.09356445074081421,0.013496994972229004,0.11555215716362,0.01461648941040039,0.1494256556034088,0.022593170404434204,0.07236650586128235,0.025345057249069214,0.07938811182975769,0.012756407260894775,0.0712939202785492,0.06733721494674683,0.07079574465751648,0.05988532155679358,0.18678848935098666,1
0.012062132358551025,0.3315143585205078,0.04665940999984741,0.2678235173225403,0.059842824935913086,0.20888465642929077,0.053685903549194336,0.1609145998954773,0.0349155068397522,0.1283026933670044,0.09849363565444946,0.16683876514434814,0.06144982576370239,0.07840847969055176,0.03551936149597168,0.08398506045341492,0.026749253273010254,0.10736507177352905,0.08946329355239868,0.17104607820510864,0.04723381996154785,0.07696226239204407,0.024084866046905518,0.0902949869632721,0.011914670467376709,0.11343693733215332,0.06913548707962036,0.1762428879737854,0.027613461017608643,0.08587753772735596,0.0041648149490356445,0.10663145780563354,-0.003920316696166992,0.13357889652252197,0.041181325912475586,0.18261563777923584,0.010867178440093994,0.11113041639328003,-0.005888879299163818,0.13133573532104492,-0.011233031749725342,0.16046100854873657,-0.021878957748413086,0.06539064645767212,-0.02665632963180542,0.08045798540115356,-0.07119953632354736,0.06928980350494385,-0.014855682849884033,0.07237935066223145,0.058740576902021314,0.21807747104451738,1
0.03360724449157715,0.364521861076355,-0.05516469478607178,0.31094038486480713,-0.1246110200881958,0.2323697805404663,-0.16271674633026123,0.15309977531433105,-0.1823737621307373,0.08978104591369629,-0.06768178939819336,0.21122431755065918,-0.08565568923950195,0.07245373725891113,-0.08267492055892944,0.06058472394943237,-0.07070603966712952,0.0794944167137146,0.003908067941665649,0.20455211400985718,-0.019194871187210083,0.04519379138946533,-0.0321410596370697,0.04032319784164429,-0.030103862285614014,0.06826913356781006,0.06682175397872925,0.201926589012146,0.05515182018280029,0.05301094055175781,0.028544127941131592,0.041461825370788574,0.017073363065719604,0.05966824293136597,0.11797851324081421,0.20571213960647583,0.09950709342956543,0.09264326095581055,0.06839543581008911,0.07396483421325684,0.04980814456939697,0.0836225152015686,-0.0024643540382385254,0.07146400213241577,-0.0025720596313476562,0.07603949308395386,-0.06564503908157349,0.06730890274047852,0.06218761205673218,0.07603102922439575,0.02282240839095316,0.30302604456222376,1
-0.0408080518245697,0.36092448234558105,0.051800668239593506,0.3165929913520813,0.12798088788986206,0.2403600811958313,0.16730761528015137,0.15595602989196777,0.1779957413673401,0.09166467189788818,0.06808757781982422,0.21137487888336182,0.08205080032348633,0.06649738550186157,0.07055258750915527,0.06503015756607056,0.05981898307800293,0.09320080280303955,-0.0022899508476257324,0.20284074544906616,0.012874305248260498,0.049975574016571045,0.00998598337173462,0.05611783266067505,0.0046021342277526855,0.0862540602684021,-0.06287187337875366,0.196993887424469,-0.047264933586120605,0.053660452365875244,-0.040105730295181274,0.06547564268112183,-0.036493778228759766,0.09973347187042236,-0.11337268352508545,0.19460582733154297,-0.09618690609931946,0.08500885963439941,-0.07861381769180298,0.08425730466842651,-0.06642544269561768,0.10309773683547974,4.756450653076172e-05,0.06540673971176147,0.0011947154998779297,0.0684003233909607,-0.06520020961761475,0.07086843252182007,0.06338167190551758,0.06365364789962769,0.021339045895653403,0.2783988609196564,1
